precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
wichita:109,103,335,857,192,3900,5387,1.91%,6.22%,15.91%,3.56%,72.40%
wichita:110,31,50,91,54,660,886,3.50%,5.64%,10.27%,6.09%,74.49%
wichita:111,40,558,390,79,834,1901,2.10%,29.35%,20.52%,4.16%,43.87%
wichita:112,4,13,25,3,47,92,4.35%,14.13%,27.17%,3.26%,51.09%
wichita:113,40,446,306,6,928,1726,2.32%,25.84%,17.73%,0.35%,53.77%
wichita:114,3,0,1,1,13,18,16.67%,0.00%,5.56%,5.56%,72.22%
wichita:115,0,2,6,0,11,18,0.00%,11.11%,33.33%,0.00%,61.11%
wichita:116,1,0,8,6,64,79,1.27%,0.00%,10.13%,7.59%,81.01%
wichita:117,1,0,7,4,81,93,1.08%,0.00%,7.53%,4.30%,87.10%
wichita:201,433,1293,1178,131,4459,7494,5.78%,17.25%,15.72%,1.75%,59.50%
wichita:202,106,463,854,117,1999,3539,3.00%,13.08%,24.13%,3.31%,56.48%
wichita:203,190,691,650,109,2554,4194,4.53%,16.48%,15.50%,2.60%,60.90%
wichita:204,27,16,99,34,826,1002,2.69%,1.60%,9.88%,3.39%,82.44%
wichita:205,157,333,656,239,4952,6337,2.48%,5.25%,10.35%,3.77%,78.14%
wichita:206,76,299,593,126,4064,5158,1.47%,5.80%,11.50%,2.44%,78.79%
wichita:207,31,194,455,41,735,1456,2.13%,13.32%,31.25%,2.82%,50.48%
wichita:208,11,31,45,18,121,226,4.87%,13.72%,19.91%,7.96%,53.54%
wichita:209,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
wichita:210,0,0,2,0,1,3,0.00%,0.00%,66.67%,0.00%,33.33%
wichita:211,2,8,100,4,217,331,0.60%,2.42%,30.21%,1.21%,65.56%
wichita:301,0,32,23,11,222,288,0.00%,11.11%,7.99%,3.82%,77.08%
wichita:302,84,445,2076,81,1881,4567,1.84%,9.74%,45.46%,1.77%,41.19%
wichita:303,51,1428,1502,24,1212,4217,1.21%,33.86%,35.62%,0.57%,28.74%
wichita:304,9,249,188,0,261,707,1.27%,35.22%,26.59%,0.00%,36.92%
wichita:305,9,60,340,24,511,944,0.95%,6.36%,36.02%,2.54%,54.13%
wichita:306,52,949,394,18,479,1892,2.75%,50.16%,20.82%,0.95%,25.32%
wichita:307,34,1472,1315,14,1536,4371,0.78%,33.68%,30.08%,0.32%,35.14%
wichita:308,24,254,944,10,794,2026,1.18%,12.54%,46.59%,0.49%,39.19%
wichita:309,93,92,414,263,5147,6009,1.55%,1.53%,6.89%,4.38%,85.65%
wichita:310,36,41,217,112,2185,2591,1.39%,1.58%,8.38%,4.32%,84.33%
wichita:311,68,1714,1829,56,1321,4988,1.36%,34.36%,36.67%,1.12%,26.48%
wichita:312,8,127,55,0,82,263,3.04%,48.29%,20.91%,0.00%,31.18%
wichita:313,0,47,14,8,42,111,0.00%,42.34%,12.61%,7.21%,37.84%
wichita:315,3,7,53,19,168,250,1.20%,2.80%,21.20%,7.60%,67.20%
wichita:316,4,27,76,12,76,195,2.05%,13.85%,38.97%,6.15%,38.97%
wichita:317,0,0,5,6,93,104,0.00%,0.00%,4.81%,5.77%,89.42%
wichita:318,24,39,189,7,461,720,3.33%,5.42%,26.25%,0.97%,64.03%
wichita:319,1,6,32,6,57,102,0.98%,5.88%,31.37%,5.88%,55.88%
wichita:401,132,197,624,96,2476,3525,3.74%,5.59%,17.70%,2.72%,70.24%
wichita:402,31,112,270,37,851,1301,2.38%,8.61%,20.75%,2.84%,65.41%
wichita:403,151,294,915,106,2687,4153,3.64%,7.08%,22.03%,2.55%,64.70%
wichita:404,307,223,460,74,2706,3770,8.14%,5.92%,12.20%,1.96%,71.78%
wichita:405,85,277,1204,117,2079,3762,2.26%,7.36%,32.00%,3.11%,55.26%
wichita:406,198,459,807,64,3447,4975,3.98%,9.23%,16.22%,1.29%,69.29%
wichita:407,89,474,1280,147,2039,4029,2.21%,11.76%,31.77%,3.65%,50.61%
wichita:408,3,1,17,1,24,46,6.52%,2.17%,36.96%,2.17%,52.17%
wichita:409,1,0,3,2,0,6,16.67%,0.00%,50.00%,33.33%,0.00%
wichita:410,24,37,55,17,316,449,5.35%,8.24%,12.25%,3.79%,70.38%
wichita:411,55,156,352,43,999,1605,3.43%,9.72%,21.93%,2.68%,62.24%
wichita:412,8,8,61,33,790,900,0.89%,0.89%,6.78%,3.67%,87.78%
wichita:413,13,115,234,55,1249,1666,0.78%,6.90%,14.05%,3.30%,74.97%
wichita:414,8,56,104,28,796,992,0.81%,5.65%,10.48%,2.82%,80.24%
wilbarger:1,171,225,944,77,2004,3421,5.00%,6.58%,27.59%,2.25%,58.58%
wilbarger:19,140,455,873,29,1484,2981,4.70%,15.26%,29.29%,0.97%,49.78%
wilbarger:20,61,206,1173,50,1190,2680,2.28%,7.69%,43.77%,1.87%,44.40%
wilbarger:21,260,373,744,94,2334,3805,6.83%,9.80%,19.55%,2.47%,61.34%
wise:1,27,39,574,92,2109,2841,0.95%,1.37%,20.20%,3.24%,74.23%
wise:3,11,10,130,31,945,1127,0.98%,0.89%,11.54%,2.75%,83.85%
wise:4,0,3,46,14,349,412,0.00%,0.73%,11.17%,3.40%,84.71%
wise:8,33,49,459,129,2645,3315,1.00%,1.48%,13.85%,3.89%,79.79%
wise:9,33,46,323,139,2744,3285,1.00%,1.40%,9.83%,4.23%,83.53%
wise:10,4,6,121,24,657,812,0.49%,0.74%,14.90%,2.96%,80.91%
wise:11,4,9,119,30,795,957,0.42%,0.94%,12.43%,3.13%,83.07%
wise:12,13,34,414,78,2124,2663,0.49%,1.28%,15.55%,2.93%,79.76%
wise:15,13,26,182,45,1482,1748,0.74%,1.49%,10.41%,2.57%,84.78%
wise:18,14,156,917,37,1139,2263,0.62%,6.89%,40.52%,1.63%,50.33%
wise:19,3,8,88,24,584,707,0.42%,1.13%,12.45%,3.39%,82.60%
